# RotX(deg) RotY(deg) RotZ(deg) RotYY(deg) RotZZ(deg) Distance(A)
-105.953 16.4779 -163.261 3.65321 -164.106 7.09637
-121.994 16.7277 -155.259 10.5755 -151.642 7.1079
-110.515 18.582 -157.993 3.77272 -152.862 7.22067
-92.9108 14.4261 -129.677 7.6777 -142.311 7.28969
-141.373 15.5993 -170.613 14.7155 -150.385 7.19804
-121.09 11.4254 -138.516 4.19503 -141.291 6.93871
-140.605 19.7279 169.171 18.8948 -161.262 7.35896
-149.702 -10.0028 -178.032 1.7882 -155.461 7.08037
-97.3045 33.6446 -148.718 14.5557 -153.76 7.06297
-102.473 19.5255 -146.376 13.4371 -148.313 7.03889
-115.159 6.80079 -154.889 7.38439 -151.061 7.01641
-97.9793 25.5152 -138.687 12.7688 -148.621 7.2432
-136.5 18.753 -154.481 14.6891 -147.081 7.07262
-108.143 5.40765 -170.87 0.21349 -162.093 7.00992
-126.304 8.76701 -174.302 8.8441 -165.25 7.16653
-143.718 6.27152 -174.489 8.77766 -151.449 7.22363
-110.548 26.0672 -141.438 9.38828 -146.781 7.09334
-123.115 17.3963 -156.301 7.74078 -149.132 7.1032
-123.968 11.8947 -162.632 8.76829 -154.715 7.0933
-118.572 18.2947 -162.371 10.2918 -160.909 7.23014
-120.368 17.0563 -166.516 8.15014 -164.453 7.1546
-122.533 19.7224 -160.197 12.4251 -156.961 7.11761
-134.933 -0.0325982 -167.844 1.46244 -154.726 7.03965
-118.143 12.4611 -157.382 4.83468 -157.011 7.19884
-118.024 13.8236 -157.49 6.65771 -154.882 7.05794
-100.132 16.4922 -150.101 6.19135 -150.465 7.23668
-107.384 30.7868 -133.599 16.8469 -146.462 7.17116
-123.673 21.4943 -167.791 4.53979 -159.192 7.16177
-112.763 23.0833 -139.573 11.6506 -141.368 6.84688
-128.41 0.179314 -169.412 0.0916585 -156.81 6.96085
-121.889 10.7959 -146.721 7.03847 -144.198 6.85045
-144.799 3.26282 -173.21 9.06985 -152.785 7.16428
-98.8658 33.4556 -139.701 15.3647 -148.364 7.1712
-124.106 20.6685 -152.002 2.52905 -152.847 7.15993
-113.397 4.12214 -177.716 6.92761 -164.566 7.11217
-102.009 18.7455 -164.141 9.20852 -163.595 7.17871
-105.1 22.9227 -172.184 12.6478 -163.698 7.33975
-91.7146 45.2658 -95.796 21.6386 -129.003 7.00636
-74.3911 25.0254 -121.909 9.73369 -151.391 7.33561
-121.971 3.80611 -177.749 -1.67188 -166.128 6.97014
-99.1281 27.2068 -156.756 11.4005 -157.806 7.23064
-122.165 10.196 -162.857 4.06007 -155.775 7.21668
-141.097 19.0289 -176.307 16.5233 -164.271 7.26514
-111.123 38.0375 -147.054 14.4677 -157.727 7.21664
-98.6035 30.4993 -140.539 14.1811 -152.107 7.30583
-53.0883 14.3505 -102.319 12.3241 -136.136 7.07346
-100.615 25.1793 135.603 12.2781 148.987 7.09807
-110.602 10.5101 -165.04 7.72234 -157.013 7.07527
-139.009 16.047 -162.168 16.0189 -150.644 7.01655
-104.383 16.271 -154.83 10.5162 -153.529 7.03718
-140.942 5.78171 -164.451 8.32696 -150.803 7.32365
-126.839 15.7265 -169.49 10.3143 -156.773 7.24424
-106.049 21.4693 -160.389 6.59057 -158.045 7.16941
-130.657 -7.98465 -165.252 1.58769 -153.049 7.01564
-103.12 17.7767 -162.659 11.6676 -155.876 7.17574
-79.0576 29.5769 -138.198 13.8882 -153.485 7.22339
-123.261 18.5495 -162.841 15.4266 -153.635 7.23758
-111.07 19.6304 -163.795 10.6212 -160.692 7.13587
-106.104 14.9563 -157.952 7.33248 -160.988 7.03738
-159.417 8.92839 -164.465 11.9177 -158.456 7.102
-89.2858 24.8527 -139.155 13.084 -146.947 7.09875
-114.221 11.825 -156.118 7.0725 -153.095 6.99866
-100.996 22.9709 -126.363 8.27396 -143.508 7.12361
-95.9334 26.2379 -160.984 11.6714 -165.197 7.16647
-126.181 14.0384 -161.094 13.9018 -148.832 7.13801
-147.976 -23.71 159.23 -3.28608 -163.415 7.16629
-116.623 12.4192 -161.942 3.28133 -160.574 7.21537
-101.866 32.939 -135.588 13.6974 -149.157 7.22824
-152.139 -15.8653 177.36 8.21843 -149.714 7.122
-87.0765 18.7262 -155.849 8.04673 -155.948 7.20724
-159.343 4.23655 -154.868 11.1594 -139.397 7.19725
-105.445 23.3779 -146.718 5.38867 -152.241 7.12588
-126.329 12.3852 -144.962 4.88851 -143.768 6.94496
-116.688 14.4425 -159.114 9.09636 -156.008 7.22438
-120.166 26.5588 -138.074 14.7389 -141.475 6.90753
-152.038 9.33913 -164.841 18.7162 -145.774 7.19529
-110.459 12.993 -146.368 7.02083 -153.893 7.05795
-112.395 14.4967 -157.517 9.032 -150.384 7.11562
-114.459 19.2774 156.395 8.76769 160.626 7.10887
-97.4855 26.335 165.889 9.08078 162.701 7.32296
-122.06 19.5414 159.506 8.9704 166.617 7.32145
-115.046 15.185 139.784 10.3344 149.504 7.1066
-127.596 9.6407 124.665 4.68747 149.854 7.03382
-151.4 5.9764 141.865 11.1607 159.285 7.21462
-67.6477 29.2844 172.97 19.937 157.318 7.37085
-111.159 15.8314 149.198 5.96862 159.952 7.09658
-118.551 14.2622 140.533 10.7135 158.124 7.25826
-76.4753 15.5855 168.858 5.97692 169.847 7.32671
-139.679 -0.87387 138.351 1.58939 175.49 7.35009
-29.4333 -1.88677 -149.513 2.5784 179.504 7.23925
-116.158 7.39969 127.017 5.02303 145.847 7.01812
-106.162 23.6705 139.201 10.9541 153.317 6.94996
-78.0842 13.9799 165.035 5.43469 160.479 7.16738
-89.8695 20.3722 146.744 14.4096 147.668 7.15968
-130.775 15.5762 138.337 3.49133 152.318 7.12928
-90.1785 19.8973 -174.861 3.52067 177.029 7.08871
-107.131 18.9676 125.867 9.22313 143.886 7.10808
-140.416 -2.93957 125.154 2.5874 158.681 7.31877
-116.465 11.2434 143.952 3.13961 157.301 7.12509
-123.662 25.1779 -139.45 17.2941 -143.57 7.07039
-161.189 -14.1755 -179.455 14.2237 -154.987 6.94553
-125.926 12.6276 -171.693 9.85427 -161.942 7.13039
-137.924 12.4127 172.704 17.0125 -165.693 7.29608
-94.4043 28.7263 -149.411 12.4255 -158.714 7.24062
-149.633 14.3953 -177.004 11.3906 -156.137 7.25158
-171.532 2.13682 -175.736 14.5736 -157.313 7.16979
-148.229 12.1192 -175.816 14.7198 -161.876 7.27617
-141.534 9.64007 -169.884 13.0874 -154.171 7.31399
-109.577 19.6279 -143.456 8.53952 -153.696 7.2005
-123.138 8.76418 173.886 9.97012 -170.549 7.1455
-162.624 -13.3749 -176.028 9.60183 -148.209 7.10153
-102.772 27.1562 -147.098 12.2942 -151.672 7.27732
-108.144 24.2034 -151.25 14.5899 -156.723 7.23549
-116.585 7.27372 -162.027 8.22981 -156.496 7.04441
-119.055 13.3046 -160.866 10.0212 -154.69 6.98995
-123.658 15.412 -165.348 6.95795 -156.216 7.19957
-153.195 -7.85603 173.287 10.8751 -157.635 7.36819
-125.982 21.0907 -169.083 12.583 -165.127 7.14476
-120.879 9.69211 -158.561 6.78513 -154.646 7.03692
-107.518 18.3512 -151.025 4.28036 -159.074 7.20915
-161.585 -0.0312317 -163.596 15.624 -140.823 7.06461
-106.357 7.02404 -172.24 4.07223 -162.426 6.90378
-118.583 28.4874 -155.338 12.6016 -159.131 7.05613
-111.967 14.7421 -150.27 6.22117 -150.869 6.99932
-124.666 26.0792 -165.131 14.126 -159.604 7.31991
-96.788 22.9789 -159.916 9.49422 -163.248 7.21397
-161.058 -24.0924 -160.329 3.73776 -144.106 7.0842
-111.927 6.62611 -161.124 2.48834 -156.653 7.25211
-130.528 -3.1253 -174.033 3.75913 -161.691 7.05996
-129.898 16.843 -152.396 10.3158 -150.702 7.16547
-106.927 30.8489 -164.337 16.6237 -168.838 7.2364
-132.699 5.09288 -155.585 10.1144 -140.771 7.09563
-124.8 13.9432 -140.5 1.36498 -141.914 6.89212
-122.25 9.31426 -154.638 7.0703 -151.82 6.90448
-158.262 -6.49788 177.474 10.7516 -158.909 7.11728
-164.626 -8.48007 -166.204 6.70279 -143.261 7.06676
-104.186 19.6197 -150.77 8.00305 -159.567 7.2217
